Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Uganda,UGA,"Trademark applications, direct resident",IP.TMK.RESD,,,,,,,,,,,,,,,,,,,,,6,8,8,17,25,18,,26,18,14,27,45,26,,,,,,,,228,140,258,266,389,413,325,325,498,423,,,,725,1076,1046,1291,1359,
Uganda,UGA,"Trademark applications, direct nonresident",IP.TMK.NRES,,,,,,,,,,,,,,,,,,,,,252,207,203,80,131,135,,113,140,84,131,114,223,,,,,,,,668,441,580,572,641,645,779,778,931,760,,,,1354,1590,1769,1753,115,
Uganda,UGA,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,12,3,11,6,,,,,,10,5,9,16,,
Uganda,UGA,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,28,55,17,16,28,26,,21,21,14,13,4,11,,,,,,,,,,,,1,,,1,,,,,,4,3,,,,
Uganda,UGA,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.6,194,215.1,208.4,272.6,250.6,306,400.9,432.6,464,496,536.7,607.2,572.9,,
Uganda,UGA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36756,0.25612,0.26056,0.21514,0.30033,0.38821,0.32632,0.35331,0.47556,,,,0.17043,,,,
Uganda,UGA,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2963,589212,,7423807.92,2378623,512486.27,2770928.31,3046723.883,4158668.243,6846262.38,20279901.36,14030356.57,12882006.42,4088041.003,1527254.71,1566521.217,10385200
Uganda,UGA,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6898573,7947510.95,1417503,1463500,10633427,4792886.34,1797690.4,3254382.076,2810259.476,8275720.301,11312971.32,14777163.05,12183518.67,13761795.87,19741922.79,17640465.49,11046800
Ukraine,UKR,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.89147584,4.370158875,5.100903469,4.378668466,5.227252073,4.596930403,4.861310144,6.91831518,6.296997836,3.724530925,3.397535409,3.653825526,3.287033721,5.550738184,4.336272191,4.392417637,6.301843288,5.894952191,6.512156626,7.268416258,5.746465456,4.979210897,
Ukraine,UKR,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379872431,441150796,455249676,332333210,528932600,486926140,586810270,1081945700,1461350770,884828313,952495179,1341577643,1551061032,1385271697,1441024225,1908273982,2622692832,2189031951,1921996739,1386828856,991932604,1009138720,
Ukraine,UKR,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.08792,324.34107,303.42679,286.17196,285.0423,262.79005,238.63416,217.47156,191.79908,186.69699,178.1109,176.65488,
Ukraine,UKR,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1475.10997,1455.00762,1427.43009,1344.9182,1327.97944,1259.1301,1233.86159,1166.4587,1029.13044,1005.99722,1037.24086,1119.47911,
Ukraine,UKR,"Trademark applications, total",IP.TMK.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1223,5793,6783,7457,7048,8816,9990,9023,11167,13688,16349,19599,20667,23553,28592,32654,31774,25109,28307,29353,31261,33357,26381,31003,36089,36777,
Ukraine,UKR,"Trademark applications, direct resident",IP.TMK.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703,,2707,1915,1378,2204,3041,3323,4424,6855,9514,11684,11527,13184,17170,19889,18498,14751,16711,16837,17946,19773,15144,21246,26065,26276,
Ukraine,UKR,"Trademark applications, direct nonresident",IP.TMK.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520,5793,4076,5542,5670,6612,6949,5700,6743,6833,6835,7915,9140,10369,11422,12765,13276,10358,11596,12516,13315,13584,11237,9757,10024,10501,
Ukraine,UKR,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,8687,5355,4804,3636,4688,5319,5401,5620,7208,1601,1635,4090,3538,3474,3440,2825,2434,2556,2649,2491,2856,2457,2271,2233,2283,
Ukraine,UKR,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1909,555,1156,1257,1568,1631,1621,1604,1610,1153,1438,1689,2054,2416,2723,2872,2380,2756,2604,2464,2556,2356,2226,1862,1764,
Ukraine,UKR,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5614,5635.6,5920.7,5296.3,5488.6,5906.6,5653.3,6073.7,6399.5,6715.9,7449.9,7417.1,7454.8,7374.7,,
Ukraine,UKR,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1923,1.06993,0.96968,0.96213,1.02329,0.9982,1.11179,1.08152,1.03096,0.94908,0.85319,0.84644,0.85644,0.83346,0.7378,0.75167,0.76175,0.65034,0.61477,0.48384,0.44853,
Ukraine,UKR,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000,5000000,4000000,14000000,40000000,22000000,32000000,53000000,72000000,112000000,132000000,107000000,124000000,167000000,118000000,85000000,73000000,72000000,92000000
Ukraine,UKR,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663000000,183000000,110000000,292000000,268000000,421000000,428000000,577000000,754000000,644000000,744000000,746000000,727000000,1072000000,552000000,358000000,358000000,430000000,592000000
Upper middle income,UMC,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.60003227,14.83621957,14.83582504,15.33721548,17.4247928,19.52457393,20.63990752,20.04204961,20.89197792,21.54672319,21.04525849,20.29398426,20.52304349,19.35093646,17.30851081,19.85610363,19.08693778,17.35688525,18.50070187,19.00611788,19.10840188,20.19656484,19.30255127,17.48571888,
Upper middle income,UMC,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.19851E+11,1.53516E+11,1.50305E+11,1.71168E+11,2.19148E+11,2.87445E+11,3.49565E+11,4.23676E+11,4.57719E+11,4.79066E+11,4.45394E+11,5.68561E+11,6.26413E+11,6.79355E+11,7.36449E+11,7.44351E+11,7.23294E+11,6.66669E+11,6.33584E+11,
Upper middle income,UMC,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upper middle income,UMC,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717.2170348,715.0762723,649.0999574,661.4943273,732.2040971,732.7039151,782.5230177,787.2167899,832.2370371,895.4329622,947.6870074,1037.543318,1100.137916,900.3680722,945.1640162,1002.016293,1052.906395,1047.900907,1125.646377,1201.151227,1267.830401,,
Upper middle income,UMC,"Trademark applications, total",IP.TMK.TOTL,,,,,,,,,,,,,,,,,,,,,172832,154155,142025,136048,174383,177119,286155,314027,280233,298607,338982,326642,369820,475208,484354,544475,545621,577752,572054,613581,777785,771480,878700,1005258,1197021,1330793,1452127,1426198,1448687,1507261,1860692,2218766,2450311,2707088,2988878,,,,
Upper middle income,UMC,"Trademark applications, direct resident",IP.TMK.RESD,,,,,,,,,,,,,,,,,,,,,,,104004,99839,89341,132652,226078,256247,210664,220368,244915,235264,252272,319099,327026,366960,350554,308968,374716,410815,512485,543702,651387,766097,928022,1033204,1128519,1077110,1086247,1201963,1512200,1820105,2057314,2306920,2549691,,,,
Upper middle income,UMC,"Trademark applications, direct nonresident",IP.TMK.NRES,,,,,,,,,,,,,,,,,,,,,,,38021,36209,29952,37147,60077,57780,69569,78239,91827,88809,113893,151458,151134,171665,188818,183237,190033,194078,256957,219021,219670,233849,262709,291577,317361,340750,347913,270386,340007,373950,392997,400168,383786,,,,
Upper middle income,UMC,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,15989,16096,18162,19185,19941,14793,15720,57403,53395,42972,38104,40612,38122,39916,46049,60255,67318,76797,95732,105148,135956,170866,207202,254219,284394,351756,473119,592894,765961,858201,1017612,1267756,1307202,
Upper middle income,UMC,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,23572,21406,25205,23203,25319,28843,28562,43233,42431,47494,47312,58471,76666,95670,95897,92526,99184,103042,109320,124441,148142,160465,167808,177233,157974,170805,190398,203458,208465,216785,224463,217540,216686,
Upper middle income,UMC,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186268.3903,229015.4253,287145.8494,324760.4835,364896.1652,418248.2918,477706.8529,523024.1858,560140.7949,571960.7796,617298.8719,664839.3942,694225.6879,723848.3871,,
Upper middle income,UMC,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.535817561,,0.571985433,0.671769515,0.700261675,0.758211572,0.801346535,0.822815966,0.863958771,0.892188297,0.952823016,0.980229621,1.133462386,1.161832253,1.195700193,1.277421878,1.336341936,1.401186137,1.526248219,1.623472367,,
Upper middle income,UMC,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,2799998.881,1399999.441,2799998.881,2799998.881,2799998.881,4199998.322,13599997.76,10799998.88,7199998.322,9994416.142,12423287.97,8157333.196,9783266.349,151305088.2,173350000,164850000,182400000,42192085.27,66488942.5,92619817.26,94582154.73,75070565.3,74938321.09,67037429.95,67292186.91,69372331.83,139959924.2,75859530.4,216374517.5,303494140.6,281566121.3,329526129.9,232444396.2,220581529.3,598165722.2,617287815.9,495977287.4,441310454.1,510023192.3,491708703.5,623455408.3,702916869.3,939772790,866344355.4,997590076.7,1471644108,2375175899,2195872321,2521166663,2647272170,3143021417,2902540975,2554048779,3197748375,3157729174,7310559012,8317353081
Upper middle income,UMC,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,5599997.762,5599997.762,8399996.643,15399993.85,15399993.85,26599989.37,26599989.37,32199987.13,45799984.9,46199984.34,56199981.54,48530355.68,70288240.21,86423761.9,80566853.09,347412423.5,441879615.6,403988272.6,499511682.8,667855927.7,627393738.9,897681766.1,903447501.1,951462240.6,854978666.9,823693815.5,868753351.6,873805843.6,872811636.2,1038677352,1228689660,1336072688,1325198460,1596718271,2019498788,2527836851,3154678152,4264792168,3952188635,5248610588,6063944482,7224211835,9111444679,10369375509,13678240786,16429621874,18891135735,22908408772,27634721037,27145753038,32742764699,36966802420,43241546946,49287698407,50877752116,47243509118,48365379105,55202917191,60662642682
Uruguay,URY,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.712816275,1.920419839,2.625525981,2.655651499,2.188880244,2.106348543,2.429389729,2.222752496,2.196618704,3.10777577,2.643936781,2.9225519,2.721332966,3.530956359,3.415293648,4.593920396,5.751597255,6.592826727,6.122160102,9.30095013,8.660762954,7.929793928,13.84634852,9.707014747,7.422981262,
Uruguay,URY,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18386444,15712619,21395220,22955805,21927783,22409190,20614016,21184713,18804415,21000854,19706350,27116982,29313365,44058319,47950318,78206926,78467988,113974800,134229147,193244229,189270799,171097517,266119238,148687705,117759202,
Uruguay,URY,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uruguay,URY,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.81548,277.51942,,373.22257,,,,,,273.66403,480.85573,549.13222,524.86632,537.27401,529.04852,504.16049,524.25258,645.1789,667.67918,
Uruguay,URY,"Trademark applications, total",IP.TMK.TOTL,,,,,,,,,,,,,,,,,,,,,,5796,4752,3575,4765,5443,7736,4341,4056,4327,5251,7809,10185,9136,9307,9476,9811,11192,11292,11319,15698,14904,12272,11035,12908,12764,12216,12795,11501,9603,5730,6302,5843,6021,5836,5571,,5545,
Uruguay,URY,"Trademark applications, direct resident",IP.TMK.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,2754,3809,2643,2196,2012,2572,3907,4200,3355,2818,2534,3067,2993,2958,3230,4310,3571,2739,3529,4406,3834,4266,3804,4405,3862,2430,2458,2178,2304,2239,2217,,2263,
Uruguay,URY,"Trademark applications, direct nonresident",IP.TMK.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,2689,3927,1698,1860,2315,2679,3902,5985,5781,6489,6942,6744,8199,8334,8089,11388,11333,9533,7506,8502,8930,7950,8991,7096,5741,3300,3844,3665,3717,3597,3354,,3282,
Uruguay,URY,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,70,71,49,40,43,63,39,34,28,23,,34,39,29,18,35,25,32,27,27,44,52,30,45,37,24,31,35,33,30,23,20,22,,37,26,,23,
Uruguay,URY,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,213,227,157,174,147,105,124,101,144,111,,137,140,147,151,221,182,370,469,525,572,543,466,504,514,589,725,739,706,750,761,667,678,,639,532,,500,
Uruguay,URY,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.5,306.3,351.4,358.9,382.7,446.1,487.6,522.6,598.6,596.2,600.3,761.6,696.3,809,,
Uruguay,URY,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26501,0.34994,0.19186,0.22417,0.20925,,0.23818,,,,0.36539,0.42472,0.37973,0.41252,0.34115,0.3487,0.3276,0.32113,0.33579,0.36446,0.40845,,
Uruguay,URY,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,700000,,,,,,400000,500000,,,,,,91000,56000,16000,,33788,71000,,30000,96000,148000,201000,430000,47812689.17,40897807,57239039.71,37567858.37,32547155,33619716,33609178.48
Uruguay,URY,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,8900000,5400000,6300000,,,,,5700000,5000000,7600000,6300000,7000000,9200000,9300000,6476000,9766440.68,6757023.588,14027245.51,4314747.742,6908775.936,7287106.777,7633470.999,16625936.39,21950555.73,26557142.4,33571028.5,86928457.55,113422145.1,137128958.4,101265460.2,109286977.9,111459821.6,117351001.7
United States,USA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.16238957,32.52996733,32.40150439,32.56328763,31.4651345,30.99909101,30.30063758,30.75878968,31.72874829,33.21589023,34.25823054,33.77495603,32.56261342,31.7276957,30.94091313,25.95241297,24.96735456,30.05699929,27.2226646,25.92033217,21.48768979,19.96801385,18.10568304,17.77688509,17.81869687,18.22938292,18.99152452,20.00067518,13.81960379,
United States,USA,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76767867475,89516989741,97807009781,1.04701E+11,1.05185E+11,1.15535E+11,1.26759E+11,1.38094E+11,1.63407E+11,1.71969E+11,1.81432E+11,1.97802E+11,1.75872E+11,1.61991E+11,1.61562E+11,1.39381E+11,1.45436E+11,2.19026E+11,2.18116E+11,2.20884E+11,1.32407E+11,1.45933E+11,1.45639E+11,1.48331E+11,1.48531E+11,1.55641E+11,1.54346E+11,1.53509E+11,1.1012E+11,
United States,USA,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3130.46975,3233.08136,3398.1874,3456.04012,3486.94816,3557.58063,3642.79165,3883.61969,3777.86443,3730.92125,3794.92697,3771.12812,3925.70537,4088.55471,3884.04338,4028.59634,4034.65108,4138.54381,4255.03081,4313.38348,,,
United States,USA,"Trademark applications, total",IP.TMK.TOTL,,,,,,,,,,,,,,,,,,,,,46837,52509,63745,55545,62600,65100,69253,71292,78345,94401,127346,123319,127837,150419,161055,188850,212510,234610,246611,260761,292464,216311,212638,221739,250366,263677,276110,303501,292726,265943,281461,305209,313325,323340,342576,374974,393243,448065,
United States,USA,"Trademark applications, direct resident",IP.TMK.RESD,,,,,,,,,,,,,,,,,,,,,41300,46411,57561,48343,54053,53577,56679,58294,63788,77394,106693,105051,110071,131797,139713,163787,183925,198953,207429,229721,251220,181713,181693,191905,213519,224300,233357,256471,246263,225045,236864,256841,261959,270225,283290,303233,300550,330498,
United States,USA,"Trademark applications, direct nonresident",IP.TMK.NRES,,,,,,,,,,,,,,,,,,,,,5537,6098,6184,7202,8547,11523,12574,12998,14557,17007,20653,18268,17766,18622,21342,25063,28585,35657,39182,31040,41244,34598,30945,29834,36847,39377,42753,47030,46463,40898,44597,48368,51366,53115,59286,71741,92693,117567,
United States,USA,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,62098,62404,63316,59391,61841,63673,65195,68315,75192,82370,90643,87955,92425,99955,107233,123962,106892,119214,134733,149251,164795,177513,184245,188941,189536,207867,221784,241347,231588,224912,241977,247750,268782,287831,285096,288335,295327,293904,
United States,USA,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,42231,44009,46309,44312,49443,51562,55721,63522,68644,76337,80520,84160,90922,84241,95522,104180,105054,101282,102246,116512,131100,148958,150200,153500,167407,182866,204182,214807,224733,231194,248249,255832,274033,283781,293706,301075,310244,313052,
United States,USA,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321765.9,347873.9,379701.3,383114.9,389451.8,391933.4,398871.1,409853.3,424938,432311.5,435212,440229.7,429139,408985.3,,
United States,USA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.44182,2.47091,2.49675,2.54174,2.6205,2.63832,2.54968,2.55287,2.48995,2.50599,2.55002,2.62692,2.76683,2.81859,2.74046,2.76965,2.68859,2.72486,2.73394,2.74043,2.74418,,
United States,USA,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,,,,,,2330000000,2550000000,2780000000,3230000000,3830000000,4310000000,4370000000,4920000000,5880000000,6190000000,7080000000,7280000000,5610000000,5780000000,6180000000,6680000000,8114000000,10174000000,12147000000,13820000000,16640000000,17820000000,20841000000,21694000000,26712000000,30289000000,32470000000,33228000000,35626000000,47731000000,51807000000,49489000000,53859000000,56814000000,67093000000,74448000000,83550000000,97802000000,1.02126E+11,98406000000,1.07522E+11,1.23334E+11,1.24439E+11,1.28035E+11,1.29715E+11,1.24769E+11,1.24734E+11,1.28363E+11,1.30451E+11
United States,USA,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,220000000,240000000,300000000,400000000,360000000,480000000,500000000,510000000,670000000,850000000,730000000,650000000,800000000,940000000,1170000000,1170000000,1401000000,1857000000,2601000000,2530000000,3140000000,4040000000,5162000000,5032000000,5852000000,6919000000,7837000000,9161000000,11235000000,13302000000,16607000000,16661000000,19493000000,19259000000,23690000000,25577000000,25038000000,26479000000,29623000000,31297000000,32551000000,36088000000,38660000000,38860000000,41983000000,40609000000,46577000000,51283000000,53751000000
Uzbekistan,UZB,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,UZB,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,UZB,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.30995,86.06052,83.25584,83.20703,78.9877,82.07421,62.45529,64.35732,66.41895,58.27669,60.89879,57.09578,58.36139,59.23937,62.3275,45.75276,
Uzbekistan,UZB,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660.14941,612.65988,628.41321,586.47362,576.56009,630.76659,563.84722,555.13674,578.55034,571.15344,543.23709,572.99682,511.49564,505.56744,500.03905,496.67451,505.96571,496.336,
Uzbekistan,UZB,"Trademark applications, total",IP.TMK.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3918,2777,4575,3576,3546,3561,2983,3226,3161,2830,2666,3005,2885,3548,5093,4362,4096,4526,4747,5096,4625,4817,5095,5206,5897,
Uzbekistan,UZB,"Trademark applications, direct resident",IP.TMK.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696,901,1490,867,614,581,596,662,690,756,454,438,349,643,1382,1204,1431,1750,1720,2007,1523,1884,2260,2688,3195,
Uzbekistan,UZB,"Trademark applications, direct nonresident",IP.TMK.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3222,1876,3085,2709,2932,2980,2387,2564,2471,2074,2212,2567,2536,2905,3711,3158,2665,2776,3027,3089,3102,2933,2835,2518,2702,
Uzbekistan,UZB,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2136,1061,1039,914,815,721,767,755,803,715,931,273,264,323,324,262,238,370,282,257,299,345,288,353,357,
Uzbekistan,UZB,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295,64,19,53,367,,361,213,443,203,171,205,180,186,198,186,174,262,274,253,258,223,219,202,196,
Uzbekistan,UZB,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.7,355,322.6,291.4,346.9,300.5,336.3,388.9,379.2,325.3,353,332.2,287.8,357.4,,
Uzbekistan,UZB,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36063,0.34545,0.29356,0.26842,0.27041,0.23741,0.22395,0.21721,0.19354,0.20315,0.19523,0.19499,0.2021,0.19662,0.19644,0.21254,0.22139,0.18903,
Uzbekistan,UZB,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,906087.8,718877.4931,316911.1367
Uzbekistan,UZB,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6417372.7,31372222.9,49890245.24
St. Vincent and the Grenadines,VCT,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014036238,,,0.026149364,,,,0.008551968,0.004237643,0.00306285,,,0.053587964,0.027431276,0.208783985,0.007072873,0.772991048,0.15588356,0.001848139,0.058444023,5.946255663,0.323417798,,0.003988753,0.444714586,
St. Vincent and the Grenadines,VCT,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,783,,,1851,,,,480,164,101,,,2217,1207,10039,403,41882,8506,99,3056,308948,14703,,185,29837,
St. Vincent and the Grenadines,VCT,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,VCT,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,VCT,"Trademark applications, total",IP.TMK.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,,,,,,,,,,,,,,,,,320,273,244,,246,
St. Vincent and the Grenadines,VCT,"Trademark applications, direct resident",IP.TMK.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,18,4,,2,
St. Vincent and the Grenadines,VCT,"Trademark applications, direct nonresident",IP.TMK.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,,,,,,,,,,,,,,,,,313,255,240,,244,
St. Vincent and the Grenadines,VCT,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,VCT,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,2,,,,,,,,,,,,2,8,8,7,,3,
St. Vincent and the Grenadines,VCT,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,0.4,1.3,0.7,1.5,0,1.1,0.5,0.1,1.4,2.2,0.7,0.8,2.3,,
St. Vincent and the Grenadines,VCT,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04306,0.12028,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,VCT,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300000,,,,,,,,,,,,,,,,,,,,,,
