Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
"Iran, Islamic Rep.",IRN,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,169,286,202,213,162,183,,207,167,141,182,262,225,278,266,278,288,284,337,366,410,691,910,1287,2426,4051,5970,10648,15403,12184,11108,11529,10622,11305,13683,,14930,15264,
"Iran, Islamic Rep.",IRN,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,493,321,273,280,312,223,,165,173,170,173,165,175,164,131,129,227,115,159,177,206,302,285,355,356,443,557,502,552,516,528,489,432,338,119,,702,995,
"Iran, Islamic Rep.",IRN,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3768.4,5017.1,7102.8,10072.5,13202.9,16841.7,20594.4,25208.6,31419.4,32195.1,33761.3,36310.9,36748.6,40974.5,,
"Iran, Islamic Rep.",IRN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.50218,0.49558,0.59484,0.50453,0.62284,0.55921,,0.64647,0.27258,0.26442,,0.31655,0.25267,,,,,
"Iran, Islamic Rep.",IRN,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Iran, Islamic Rep.",IRN,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,IRQ,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07775786,,,,,,,
Iraq,IRQ,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121000,,,,,,,
Iraq,IRQ,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.56667,58.15588,60.04418,62.64079,61.14656,,,25.00805,24.60808,25.57928,,
Iraq,IRQ,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.14615,381.70591,403.01523,417.68114,427.36399,,,68.38812,64.81987,63.73208,103.92502,
Iraq,IRQ,"Trademark applications, total",IP.TMK.TOTL,,,,,,,,,,,,,,,,,,,,,792,573,588,491,994,934,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,IRQ,"Trademark applications, direct resident",IP.TMK.RESD,,,,,,,,,,,,,,,,,,,,,368,176,104,75,630,561,474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,IRQ,"Trademark applications, direct nonresident",IP.TMK.NRES,,,,,,,,,,,,,,,,,,,,,424,397,484,416,364,373,514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,IRQ,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,19,26,47,33,124,296,199,272,272,247,,,149,164,112,76,68,,,,,,,,,,,,,,,,,,,335,,613,
Iraq,IRQ,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,126,107,129,128,94,77,54,49,52,75,,,25,28,25,24,18,,,,,,,,,,,,,,,,,,,102,,101,
Iraq,IRQ,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,90.7,139.5,244.5,231.7,304.3,361.8,554.8,653.7,843.3,853.4,865.5,897.3,1227.3,,
Iraq,IRQ,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04554,0.03435,0.04562,0.03684,0.03476,,,0.03733,0.0373,0.03631,0.0436,
Iraq,IRQ,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200000,,,300000,,,,,,100000,100000,100000
Iraq,IRQ,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28600000,,203600000,100000,400000,5300000,,,400000,1000000,1400000,1500000,5700000,7800000
Iceland,ISL,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.69921483,5.340830993,10.01254138,1.947317793,3.718243445,4.347914067,21.1336807,16.53203788,19.918246,19.93482971,20.45083847,16.60909962,12.85538733,10.10486459,12.00542838,13.64233689,14.04176464,33.96827921,46.88047286,60.66346169,40.74828151,31.44598071,21.00093641,20.85931678,14.32770111,15.47483325,16.93751222,19.90161275,23.24789625,13.77629854,10.74834298
Iceland,ISL,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50934045,7591210,12716528,1846629,3512826,4568090,31697325,34498707,43444895,44803707,36248232,41796665,32424132,27063751,37346356,47248252,67883235,202601661,308466717,774358510,415726899,245695849,141380773,156242917,103588490,93401352,118378747,110196317,135960043,87522808,67571118
Iceland,ISL,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1792.02007,1890.24904,1659.76896,,,,2062.84381,,2266.94104,2175.93952,1694.29882,1738.17244,1979.20819,,1868.4798,,1640.25209,,2100.90751,2096.40453,,
Iceland,ISL,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4916.96277,5137.35398,5677.1152,,6572.47788,,6657.35956,,7305.2658,8006.45919,7235.58322,7422.94232,7925.37474,,6982.60456,,5651.08905,,5887.90678,6635.1053,,
Iceland,ISL,"Trademark applications, total",IP.TMK.TOTL,,,,,,,,,,,,,,,,,,,,,479,449,542,521,563,636,699,742,991,1039,1073,1228,1260,1147,1392,1567,1621,2193,4713,6039,7284,3513,3259,3220,3598,3808,4184,4342,4001,3247,3285,3419,3374,3242,3629,3386,3661,3627,
Iceland,ISL,"Trademark applications, direct resident",IP.TMK.RESD,,,,,,,,,,,,,,,,,,,,,69,70,80,93,129,149,213,208,190,179,203,204,218,302,368,339,295,399,440,719,960,359,362,458,519,,614,735,550,486,634,689,667,611,688,640,746,723,
Iceland,ISL,"Trademark applications, direct nonresident",IP.TMK.NRES,,,,,,,,,,,,,,,,,,,,,410,379,462,428,434,487,486,534,801,860,870,1024,1042,845,1024,1228,1326,1794,4273,5320,6324,3154,2897,2762,3079,,3570,3607,3451,2761,2651,2730,2707,2631,2941,2746,2915,2904,
Iceland,ISL,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,19,14,18,32,28,21,29,28,16,18,17,34,28,34,22,19,16,22,41,35,51,49,71,57,66,47,45,61,50,64,57,50,37,33,51,40,35,36,
Iceland,ISL,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,58,79,62,62,70,71,92,91,110,87,113,99,121,112,108,49,75,216,254,357,825,713,379,748,463,545,326,53,31,22,19,21,7,13,13,6,3,8,
Iceland,ISL,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.5,300,354.7,361.6,364.4,431.3,497.1,567.5,553.3,636.3,594.7,589.5,611.7,651.8,,
Iceland,ISL,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.80303,1.96253,2.2513,2.6004,2.87427,2.85512,2.73249,,2.70562,2.92238,2.57245,2.52222,2.63933,,2.48344,,1.75515,1.99923,2.17034,2.0754,,
Iceland,ISL,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91552035.52,158670691.3,231885442.6,193165604.8,256380879.1,240242280.2
Iceland,ISL,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77940551.89,119197270.8,83750707.96,105225068.8,116324860.6,121760770.3
Israel,ISR,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.932590103,10.68670019,10.6533169,11.25484443,11.69739801,11.98241338,13.0221088,16.01864703,17.04319947,18.54946882,19.79187274,19.29020494,19.35172362,18.63987308,15.50388642,16.84705661,16.85209122,14.02500387,14.50621506,7.479951259,11.11546355,17.6232548,14.66321363,13.9800325,15.84569875,15.60532239,16.01278699,19.66319322,18.38105958,13.03923859,13.8448657
Israel,ISR,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,831381100,998352127,1111523814,1170931771,1366107121,1609097165,2008375805,2719331992,3184663984,3844892960,4259555016,4643183000,4978622000,4438381000,3762003000,4526716000,5440699000,4969659000,5594060000,3065415000,6273377000,7889756000,7978955000,8825592000,9212054000,9634614000,10241482000,11818252000,10278901000,7358944000,7866311000
Israel,ISR,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1297.17177,997.04018,,,,,,
Israel,ISR,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7291.00909,8250.47418,,,,,,
Israel,ISR,"Trademark applications, total",IP.TMK.TOTL,,,,,,,,,,,,,,,,,,,,,4260,4190,3882,2069,2022,2052,2397,2844,2758,3286,3229,3311,3413,3908,5758,6241,6902,7384,8014,8759,11730,8936,7669,7323,7968,8975,10253,10578,10742,8306,8778,8270,8346,8625,8955,9225,9099,9452,
Israel,ISR,"Trademark applications, direct resident",IP.TMK.RESD,,,,,,,,,,,,,,,,,,,,,659,684,692,588,688,757,866,1145,843,956,1020,1063,1107,1318,1781,1743,1955,1891,2103,2612,2997,2468,2842,2196,2731,2816,3475,3293,3198,2734,2569,2514,2186,2244,2379,2507,2341,2568,
Israel,ISR,"Trademark applications, direct nonresident",IP.TMK.NRES,,,,,,,,,,,,,,,,,,,,,3601,3506,3190,1481,1334,1295,1531,1699,1915,2330,2209,2248,2306,2590,3977,4498,4947,5493,5911,6147,8733,6468,4827,5127,5237,6159,6778,7285,7544,5572,6209,5756,6160,6381,6576,6718,6758,6884,
Israel,ISR,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,669,727,707,687,696,790,819,823,995,1042,1052,1087,1400,1318,1261,1266,1218,1441,1950,2053,1599,1248,1213,1329,1544,1669,1342,1615,1528,1387,1450,1360,1319,1201,1125,1285,1300,1436,
Israel,ISR,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,2104,2132,2207,2295,2690,2727,2830,3035,2859,3048,2856,2630,2327,2635,2701,3159,2101,1445,3106,3904,5203,5521,5095,4569,4870,5157,6154,6394,6214,5387,5856,5526,5473,4984,5148,5623,5119,5377,
Israel,ISR,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9676.4,10237,10398.4,11040.4,11238.9,11366.8,11270.8,11014.4,11414.9,11916.3,11749.8,12265.8,12216.4,11892.7,,
Israel,ISR,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.59145,2.80657,2.9178,3.32785,3.9334,4.1866,4.13253,3.89614,3.87437,4.05006,4.14278,4.42859,4.34759,4.13391,3.94189,4.0129,4.16119,4.15189,4.19966,4.26895,4.25121,,
Israel,ISR,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,,,,,,,,,,4000000,5000000,6000000,12000000,9000000,10000000,12000000,13900000,20800000,21800000,27600000,32600000,34600000,41500000,62000000,55100000,62900000,70400000,96100000,92000000,115500000,134300000,158200000,177100000,215600000,253500000,496100000,425200000,420200000,425200000,504700000,574100000,593000000,785700000,956600000,762600000,849400000,1099500000,1056500000,1006700000,1281000000,1096100000,1265200000,1264300000,1286800000
Israel,ISR,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,1000000,2000000,,,,2000000,2000000,2000000,3000000,3000000,3000000,4000000,6000000,4000000,8000000,9000000,9000000,11000000,8000000,7000000,3000000,31000000,39300000,33900000,33300000,24900000,31000000,46700000,55500000,64300000,73100000,85900000,103300000,111300000,148300000,155500000,183300000,195300000,212700000,269600000,360600000,459600000,461800000,433400000,490700000,541900000,680800000,912700000,908200000,898600000,831500000,1068300000,1111700000,998000000,1135700000,1061600000,1202100000,1351600000,1393200000
Italy,ITA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.207833055,7.243861565,7.79216176,8.197955649,8.553828263,8.579600669,8.377354972,8.130175681,7.895128437,7.614187477,8.094086137,8.283270321,9.476507205,9.564153967,9.190759209,8.025630617,8.037390502,7.980529645,7.334807392,6.264342095,6.404881289,7.468910189,7.243133472,7.366202698,7.071247855,7.244384051,7.239863171,,7.488383361,6.844966101,
Italy,ITA,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8109122375,8972598098,11561564013,12192579390,13395858260,12745021733,14116203351,16707949675,17713247341,16118597622,17499991470,17284841625,20110754174,20567853960,20512274447,20757319636,24517923411,25300973541,25884628534,26448137309,28813005956,25027190920,26419456970,31191607345,27525718963,29711962935,30744972831,26927145887,27905531647,27787004391,
Italy,ITA,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,817.6528,,,,,,,,,,,,,,,,,,,,,,
Italy,ITA,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1335.68829,1148.79975,1143.48095,1138.47521,1153.87862,1159.90635,1232.52296,1209.55948,1231.08752,1402.67009,1496.78057,1567.94124,1609.45313,1707.52911,1731.53581,1776.29562,1853.13402,1946.82745,1983.41319,2115.39647,2131.48464,,
Italy,ITA,"Trademark applications, total",IP.TMK.TOTL,,,,,,,,,,,,,,,,,,,,,15535,16225,15782,17157,18804,24744,27251,31241,39479,39691,36633,34154,33159,31789,34072,37518,33674,34554,35835,37373,45474,42130,39885,40624,44210,43410,44162,45962,42872,40409,41833,42360,39569,40622,40195,39774,41861,41911,
Italy,ITA,"Trademark applications, direct resident",IP.TMK.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34507,36158,37004,34617,36006,35560,,37103,36873,
Italy,ITA,"Trademark applications, direct nonresident",IP.TMK.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5902,5675,5356,4952,4616,4635,,4758,5038,
Italy,ITA,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,6369,,,,,2000,,,2289,,,,7568,7493,7872,,6997,,,6281,7877,,,,,,,9255,8588,8814,8877,8794,8439,8307,8601,,8848,8643,
Italy,ITA,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,9971,,,12080,,7851,,,8000,,,,486,483,439,,1678,,,1172,1396,,,,,,,870,861,903,846,927,871,905,781,,973,1031,
Italy,ITA,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41207.1,43636.6,47357.3,50159.4,53837.1,55940.8,58398.7,58805.7,60842.3,65276.2,68768.3,70780.7,70814.2,69125.2,,
Italy,ITA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94843,0.98994,1.00784,0.98337,1.00546,1.04491,1.08482,1.06198,1.05312,1.04709,1.08696,1.1327,1.16367,1.22126,1.22311,1.20984,1.27087,1.30768,1.34301,1.34072,1.28566,,
Italy,ITA,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,,,,,,1599999.998,4838617.656,5137937.53,6851829.339,7682274.572,13856885.46,20132059.24,14728017.8,18866592.51,92689942.32,95685878.39,74419832.35,68257187.81,66568347.85,66776035.71,63849720.83,79837157.86,100499162.9,113099275.7,110083242.6,1043013006,247973083.5,238930126.1,234137657,322492764.5,462503766,381868067.6,490146606.5,475885109.7,1499973507,1317513675,1299245014,1932246771,2456653726,2898797388,3224239491,3702770127,4286967994,3969522060,3267991323,3641814724,4028435222,4100896690,3700341686,3294874979,3039414955,3391809523,4357014626,5029708328
Italy,ITA,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,9599999.99,11325726.86,13717189.18,20586403.11,21468733.3,19869764.39,16918955.17,54537911.94,31890021.98,366070968.2,450202399.4,411054952.7,413117698.2,443025691.8,401617863.2,331601910.9,491903867.7,507367403.3,779672190.9,615722076.2,1962163128,1470730161,1442119476,1215273154,1180899067,1165087574,1026765692,1003412275,1153316724,2681593690,2621936228,2868173473,3228402035,4311511964,4961118944,5520246121,6541903370,8010589603,7234446813,6137421707,6546520721,6604960155,5588020167,5387725755,5178268489,4319050930,4679032553,4780491486,5207415026
Jamaica,JAM,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125514547,0.126190689,0.074043055,0.049857424,0.034401306,0.046506867,0.053945508,0.079177765,0.039221165,0.058956087,0.031373907,0.146368371,0.04804378,0.124339862,0.088198999,0.113818806,0.20457003,0.431792942,0.514783513,0.570252503,0.639070214,0.626373005,0.66652785,0.556905479,0.085597606,0.428804183,0.44919203,
Jamaica,JAM,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864066,857795,511199,418125,336421,432535,508589,684967,332111,544381,253800,1015546,369660,1135623,878671,1294491,2469638,6256351,3027015,2860387,4075020,4584643,4346223,3341254,509846,2138184,2482984,
Jamaica,JAM,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,"Trademark applications, total",IP.TMK.TOTL,,,,,,,,,,,,,,,,,,,,,,,872,671,636,718,637,820,762,946,693,1014,863,1044,1256,1502,1537,1883,2005,1694,1775,1979,1517,1369,1468,1655,1804,1711,1804,1818,2134,2373,2258,2147,2298,2867,2491,2510,
Jamaica,JAM,"Trademark applications, direct resident",IP.TMK.RESD,,,,,,,,,,,,,,,,,,,,,,,202,200,250,202,152,205,227,176,173,277,186,301,325,303,445,568,581,374,320,378,386,359,412,583,679,593,660,827,973,1119,948,760,865,1395,1154,1147,
Jamaica,JAM,"Trademark applications, direct nonresident",IP.TMK.NRES,,,,,,,,,,,,,,,,,,,,,,,670,471,386,516,485,615,535,770,520,737,677,743,931,1199,1092,1315,1424,1320,1455,1601,1131,1010,1056,1072,1125,1118,1144,991,1161,1254,1310,1387,1433,1472,1337,1363,
Jamaica,JAM,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,,,,15,10,,,3,,,4,4,6,9,6,7,2,9,,,11,4,15,9,11,10,21,6,15,17,14,20,25,22,33,7,19,11,
Jamaica,JAM,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,,,,93,93,,,101,,,77,39,59,64,60,54,77,61,,,90,72,54,41,61,59,132,157,121,110,142,93,82,97,122,63,59,57,
Jamaica,JAM,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.1,156.7,135.8,141.2,173.4,208.6,204.8,187.8,215.5,223.8,195.9,160.1,144.5,134.8,,
Jamaica,JAM,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0491,0.06096,,,,,,,,,,,,,,,,
Jamaica,JAM,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,400000,,,,,,,4100000,2600000,15300000,2700000,3300000,2000000,3300000,9200000,5100000,3900000,4300000,7000000,6600000,6200000,6400000,5900000,6130000,12000000,9686649,12652016,11959991.65,14948376,16607072.7,9134474.76,4861221.77,3896723.07,4033323.07,4993323.07,6255375.37,5521533.22,5297927.73,4870046.84,5293969.83
Jamaica,JAM,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,4500000,1400000,3000000,4900000,900000,1000000,7500000,1200000,1600000,1900000,2000000,6800000,7900000,11500000,7100000,9400000,2700000,3200000,10500000,19400000,27900000,27600000,30000000,40500000,41000000,38300000,32100000,10800000,9082033,10954140.74,11164167.27,60382721.7,48152311.87,44823553.95,36279447.73,47410236.73,60119539.63,55850569.29,50762247.77,50756619.68,50756619.68,50756619.68,50756619.68
Jordan,JOR,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.213474688,1.591485564,2.813581398,1.05929498,1.553562854,7.876465435,4.33264605,,5.696243594,1.964212438,5.712856656,5.765483134,7.046559498,3.29970679,1.78207046,1.904323732,1.59605169,1.230697848,1.12756016,0.916781394,1.41337474,2.861993897,2.513028256,2.254363776,1.595606386,1.552390639,1.817742985,1.919194622,1.802219376,
Jordan,JOR,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,886551,7451511,11292868,4914384,7944499,48155615,30195271,,31174411,15081773,48276727,53155144,88645817,49064209,28932365,42689579,40193187,35795070,38553549,42610370,50910351,122342466,115604075,102658495,77614246,80053130,85510786,84892001,82836536,
Jordan,JOR,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678.78647,,,,,,,,,,,,,,,,,110.16123,,,
Jordan,JOR,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1844.59463,,,,,,,,,,,,,,,,,255.3688,598.57429,601.0913,
Jordan,JOR,"Trademark applications, total",IP.TMK.TOTL,,,,,,,,,,,,,,,,,,,,,707,691,612,,,,,,,1197,,,,,,,,,,,6573,4975,4632,5076,6257,6716,8013,9145,,,5971,6812,6751,6510,6958,7485,7346,7647,
Jordan,JOR,"Trademark applications, direct resident",IP.TMK.RESD,,,,,,,,,,,,,,,,,,,,,184,142,112,,,,,,,414,,,,,,,,,,,3307,2352,2353,2690,3206,3638,4163,4512,,,1907,2298,2286,2113,2553,2725,3013,3085,
Jordan,JOR,"Trademark applications, direct nonresident",IP.TMK.NRES,,,,,,,,,,,,,,,,,,,,,523,549,500,,,,,,,783,,,,,,,,,,,3266,2623,2279,2386,3051,3078,3850,4633,,,4064,4514,4465,4397,4405,4760,4333,4562,
Jordan,JOR,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,71,52,21,25,42,49,75,59,50,60,45,40,48,35,40,41,22,26,
Jordan,JOR,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,68,91,24,,,,,,,61,,,,,,,,,,,127,147,117,157,141,169,428,507,535,446,429,360,346,357,339,294,256,174,
Jordan,JOR,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.9,740.9,794.5,954.3,1086.1,1224.8,1294.1,1452.8,1464.7,1444.9,1520.6,1471.8,1509.8,1651.8,,
Jordan,JOR,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33689,,,,,,0.4347,,,,,,,,0.33201,,
Jordan,JOR,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10845070.42,12816901.41,22112676.06,34507042.25,
Jordan,JOR,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2394366.197,14788732.39,24084507.04,21267605.63,
Japan,JPN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.92880376,24.55742254,24.24049873,24.24646944,24.06979251,24.59316053,25.54593896,26.54654339,26.14833413,26.40512611,26.15222665,26.64937047,28.6886683,26.59549516,24.77555905,24.42804697,24.10432329,22.98115444,22.05695574,18.40781336,17.3143381,18.75847112,17.97278329,17.45941084,17.40478673,16.78429411,16.68882372,16.78206158,16.22074557,13.80554323,
Japan,JPN,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60989049406,64898773641,66664122330,73205571786,78431391048,85018158604,96491960318,1.1184E+11,1.01831E+11,1.04988E+11,95491507998,1.0465E+11,1.28902E+11,99451268662,95885434943,1.07083E+11,1.26245E+11,1.25445E+11,1.29241E+11,1.17858E+11,1.19915E+11,95158639780,1.22102E+11,1.26478E+11,1.23393E+11,1.05076E+11,1.00955E+11,91513823175,92883135839,83661306984,
